HGNC symbol	Ensembl Gene ID
DEFB115	ENSG00000215547
ITGA10	ENSG00000143127
	ENSG00000280436
	ENSG00000262412
XAGE3	ENSG00000171402
CNPY2	ENSG00000257727
	ENSG00000250594
H2BFS	ENSG00000234289
	ENSG00000280182
AQP7P3	ENSG00000278122
HLA-E	ENSG00000230254
LRRC37A6P	ENSG00000230445
	ENSG00000274253
ABHD1	ENSG00000143994
JAG1	ENSG00000101384
NTAN1	ENSG00000275779
BMS1P14	ENSG00000276500
CRIP1	ENSG00000213145
	ENSG00000228481
FAM86KP	ENSG00000163612
	ENSG00000254804
ZC3H3	ENSG00000014164
C1orf68	ENSG00000198854
CORO1A	ENSG00000102879
IGHJ3P	ENSG00000237111
FICD	ENSG00000198855
	ENSG00000271100
	ENSG00000258440
VPS53	ENSG00000141252
COX6A1P3	ENSG00000216710
GDPD4	ENSG00000178795
MAP3K15	ENSG00000180815
	ENSG00000271565
HMGB1	ENSG00000189403
RNF114	ENSG00000124226
B3GNT2P1	ENSG00000229946
FER	ENSG00000151422
HNRNPA3P4	ENSG00000226068
	ENSG00000253942
PSMB8	ENSG00000226201
	ENSG00000228151
	ENSG00000241961
ATP6V1E2	ENSG00000250565
	ENSG00000261842
	ENSG00000248921
MARC1	ENSG00000186205
DNAJC10	ENSG00000077232
FAM173B	ENSG00000150756
	ENSG00000232320
	ENSG00000259874
KCNK7	ENSG00000173338
	ENSG00000258539
RPL29P30	ENSG00000235420
RMI1	ENSG00000178966
	ENSG00000258065
FAM134B	ENSG00000154153
ELMO2	ENSG00000062598
AP1M1	ENSG00000072958
	ENSG00000233814
PGBD5	ENSG00000177614
PRKCE	ENSG00000171132
	ENSG00000233708
	ENSG00000228639
AGK	ENSG00000262327
DRD5P1	ENSG00000184303
TMEM68	ENSG00000167904
PSMD14	ENSG00000115233
	ENSG00000258962
	ENSG00000229979
REXO4	ENSG00000148300
IQCG	ENSG00000114473
	ENSG00000224545
PPP1R15B	ENSG00000158615
KIR3DL1	ENSG00000275486
	ENSG00000223874
	ENSG00000267012
GCNT1	ENSG00000187210
	ENSG00000254551
	ENSG00000262533
CLN8	ENSG00000278220
SATB1-AS1	ENSG00000228956
	ENSG00000257378
	ENSG00000224714
	ENSG00000261060
UQCRBP3	ENSG00000249928
RAB8B	ENSG00000166128
TTTY4C	ENSG00000228296
DDA1	ENSG00000130311
	ENSG00000261728
CDCP1	ENSG00000163814
AQP5	ENSG00000161798
	ENSG00000254626
VARS	ENSG00000096171
MTRNR2L8	ENSG00000255823
HCG22	ENSG00000229501
UCN	ENSG00000163794
	ENSG00000240519
ZNF736P4Y	ENSG00000236379
	ENSG00000276915
	ENSG00000196085
OR4K11P	ENSG00000179381
TMCC1-AS1	ENSG00000271270
	ENSG00000267030
COL27A1	ENSG00000196739
	ENSG00000278096
	ENSG00000279624
RTN3	ENSG00000133318
PODXL	ENSG00000128567
	ENSG00000237477
	ENSG00000236045
CPSF4L	ENSG00000187959
IFT57	ENSG00000114446
	ENSG00000240023
	ENSG00000233485
	ENSG00000274899
DPY19L1	ENSG00000173852
WBP2P1	ENSG00000229248
LINC01285	ENSG00000203650
HAUS3	ENSG00000214367
DKKL1P1	ENSG00000215546
	ENSG00000265552
PRAMEF5	ENSG00000276420
VENTXP2	ENSG00000215037
TAS2R7	ENSG00000273326
ARL4A	ENSG00000122644
LRRC8D	ENSG00000171492
	ENSG00000255776
	ENSG00000278897
CDH9	ENSG00000113100
ZNF619P1	ENSG00000224547
CHAF1A	ENSG00000167670
PKMP2	ENSG00000235892
	ENSG00000272472
	ENSG00000251430
EIF2AK1	ENSG00000086232
IGHD5-12	ENSG00000211921
	ENSG00000232964
	ENSG00000239615
SPAG8	ENSG00000137098
LY6G5B	ENSG00000240053
TMEM240	ENSG00000205090
	ENSG00000263276
	ENSG00000272690
	ENSG00000235817
	ENSG00000257259
TRIM54	ENSG00000138100
SNRPA1	ENSG00000131876
ZBED1P1	ENSG00000250304
THAP1	ENSG00000131931
	ENSG00000236105
	ENSG00000228704
ZNF439	ENSG00000171291
	ENSG00000265010
FOXD4	ENSG00000170122
RTP2	ENSG00000198471
	ENSG00000275149
	ENSG00000168129
NIPA1	ENSG00000170113
ARMC8	ENSG00000114098
	ENSG00000270322
	ENSG00000260364
RBM17P4	ENSG00000259585
OR7H2P	ENSG00000251261
	ENSG00000249196
RAD51AP1	ENSG00000111247
	ENSG00000255300
	ENSG00000259688
	ENSG00000260166
LINC00548	ENSG00000278772
	ENSG00000274067
	ENSG00000248373
ZNF354B	ENSG00000178338
	ENSG00000272789
	ENSG00000275674
OTOA	ENSG00000155719
DPH6-AS1	ENSG00000248079
AFG3L2P1	ENSG00000253606
RPL17P51	ENSG00000271429
	ENSG00000205037
	ENSG00000236687
	ENSG00000261259
SLC50A1	ENSG00000169241
FANCE	ENSG00000112039
CNNM3	ENSG00000168763
LRPPRC	ENSG00000138095
	ENSG00000239628
GINS3	ENSG00000181938
ABHD16A	ENSG00000230475
	ENSG00000229459
	ENSG00000273221
MED30	ENSG00000164758
USP24P1	ENSG00000229375
	ENSG00000237760
	ENSG00000272982
LY6G5C	ENSG00000228883
	ENSG00000280187
	ENSG00000231606
MAS1LP1	ENSG00000227859
	ENSG00000274977
	ENSG00000236814
	ENSG00000263470
	ENSG00000225165
	ENSG00000251385
HPRT1	ENSG00000165704
	ENSG00000224341
RPL35P5	ENSG00000225573
	ENSG00000266901
RINT1	ENSG00000135249
	ENSG00000227230
MMS22L	ENSG00000146263
LINC01481	ENSG00000257613
TMEM59L	ENSG00000105696
F7	ENSG00000057593
FAM13A-AS1	ENSG00000248019
	ENSG00000260977
	ENSG00000237848
	ENSG00000257241
	ENSG00000226330
	ENSG00000277208
	ENSG00000249584
	ENSG00000249094
LHPP	ENSG00000107902
RPL32P26	ENSG00000241941
	ENSG00000230609
RPS4XP9	ENSG00000217404
TCIRG1	ENSG00000110719
KIR2DL2	ENSG00000274412
	ENSG00000226163
DESI1	ENSG00000100418
PLEKHJ1	ENSG00000104886
EIF4A1P10	ENSG00000229132
	ENSG00000248769
ADSSL1	ENSG00000185100
PAX7	ENSG00000009709
	ENSG00000267638
	ENSG00000272381
	ENSG00000250623
	ENSG00000272478
POU5F1P5	ENSG00000236375
PHBP13	ENSG00000234835
	ENSG00000253826
DRAM2	ENSG00000156171
VDAC1P3	ENSG00000234702
YBX3	ENSG00000060138
	ENSG00000255054
COX6B1P5	ENSG00000249047
LINC01425	ENSG00000233997
MPV17L	ENSG00000275543
GBP6	ENSG00000183347
RPL37P6	ENSG00000241431
IGHV1OR15-1	ENSG00000270505
	ENSG00000254765
LILRP1	ENSG00000276447
ZDHHC20P2	ENSG00000231773
AGMAT	ENSG00000116771
	ENSG00000257846
PARD6G	ENSG00000178184
RPL4P5	ENSG00000263127
DCTN1-AS1	ENSG00000237737
	ENSG00000225200
ZNF625	ENSG00000257591
CLPTM1L	ENSG00000274811
	ENSG00000253620
	ENSG00000260834
	ENSG00000257884
HCG25	ENSG00000238064
TSPY1	ENSG00000258992
	ENSG00000229791
RPL7AP7	ENSG00000227030
HERC2P2	ENSG00000276550
	ENSG00000259069
ATPAF2	ENSG00000171953
IGHD6-13	ENSG00000211920
FAM90A7P	ENSG00000236660
LINC00332	ENSG00000230710
	ENSG00000273639
LINC00540	ENSG00000276476
	ENSG00000259504
C12orf79	ENSG00000257242
COX6B1P4	ENSG00000253813
	ENSG00000271676
ITM2B	ENSG00000136156
CYCSP28	ENSG00000255003
	ENSG00000231869
	ENSG00000250436
ENPP7P2	ENSG00000239959
TCF7	ENSG00000081059
IGHV1-67	ENSG00000253274
DDX56	ENSG00000136271
	ENSG00000255234
MTND3P1	ENSG00000226118
	ENSG00000217231
	ENSG00000257493
KIAA0430	ENSG00000277140
TRIM40	ENSG00000204614
IGHV4-4	ENSG00000276775
WHAMMP2	ENSG00000248334
C4A-AS1	ENSG00000230075
	ENSG00000223975
PIK3C2B	ENSG00000133056
NDEL1	ENSG00000166579
	ENSG00000245954
C8orf37	ENSG00000156172
GFRA1	ENSG00000151892
TSPYL4	ENSG00000187189
POMT1	ENSG00000130714
BCL2L2	ENSG00000129473
	ENSG00000278184
KRT18P17	ENSG00000213943
OR13Z2P	ENSG00000272443
LINC00922	ENSG00000261742
	ENSG00000258903
SNRPEP4	ENSG00000233270
NANOGP7	ENSG00000258774
IL13RA2	ENSG00000123496
	ENSG00000253216
	ENSG00000256210
	ENSG00000229543
HLA-F-AS1	ENSG00000214922
	ENSG00000258842
	ENSG00000260711
NEU1	ENSG00000184494
	ENSG00000261625
HAGHL	ENSG00000103253
	ENSG00000250126
PCDH11X	ENSG00000102290
POLR3GP1	ENSG00000268295
CPSF3	ENSG00000119203
HDAC5	ENSG00000108840
	ENSG00000261167
OR7C1	ENSG00000127530
	ENSG00000261634
PLAGL1	ENSG00000118495
LINC01077	ENSG00000233456
VIP	ENSG00000146469
	ENSG00000214748
	ENSG00000189372
	ENSG00000233553
GTF3C1	ENSG00000077235
	ENSG00000261280
ST13P15	ENSG00000243759
	ENSG00000255652
CACTIN-AS1	ENSG00000226800
IGHV3-25	ENSG00000253441
C3orf67	ENSG00000163689
DUX4L27	ENSG00000258794
FMO5	ENSG00000131781
LINC00643	ENSG00000186369
	ENSG00000266279
	ENSG00000277879
KIR2DL4	ENSG00000277540
	ENSG00000260954
RFPL4AL1	ENSG00000229292
KIR3DP1	ENSG00000275593
GNL2	ENSG00000134697
ZBTB40-IT1	ENSG00000237200
WNT10B	ENSG00000169884
	ENSG00000278688
	ENSG00000274369
ERMN	ENSG00000136541
	ENSG00000279221
ANKRD42	ENSG00000137494
	ENSG00000274649
	ENSG00000117600
	ENSG00000253717
	ENSG00000249541
LINC00442	ENSG00000232685
	ENSG00000259961
KIR2DL2	ENSG00000273661
NOS2	ENSG00000007171
MRPL50P2	ENSG00000238285
GGTLC5P	ENSG00000276160
C4orf33	ENSG00000151470
SRSF8	ENSG00000263465
	ENSG00000266929
	ENSG00000233887
SYT6	ENSG00000134207
ZBTB12	ENSG00000234852
TBC1D10C	ENSG00000175463
RPL36P18	ENSG00000235656
DDX39B-AS1	ENSG00000234082
MAS1L	ENSG00000206515
DOK6	ENSG00000206052
SNTG2	ENSG00000172554
FGD5	ENSG00000154783
OR4P1P	ENSG00000188439
	ENSG00000229013
LRRC38	ENSG00000162494
	ENSG00000223753
	ENSG00000225477
	ENSG00000257432
	ENSG00000266924
FXR2	ENSG00000129245
TTLL3	ENSG00000214021
RPL7P1	ENSG00000214485
PHF2P2	ENSG00000226057
CSNK2B	ENSG00000204435
C9orf41-AS1	ENSG00000203321
	ENSG00000273448
	ENSG00000259478
GRAMD4P8	ENSG00000270930
YY1AP1	ENSG00000163374
MICE	ENSG00000273340
COX6B1P3	ENSG00000172912
POLR3B	ENSG00000013503
FBXO8	ENSG00000164117
	ENSG00000223821
	ENSG00000275079
	ENSG00000258483
MGST3	ENSG00000143198
RPL7AP34	ENSG00000213312
KIR3DL2	ENSG00000275262
	ENSG00000254641
CHCHD1	ENSG00000172586
SLC39A14	ENSG00000104635
LINC01189	ENSG00000232827
ZNF777	ENSG00000196453
ATP6V1H	ENSG00000047249
	ENSG00000272791
	ENSG00000239922
	ENSG00000273951
	ENSG00000254865
CILP2	ENSG00000160161
PSMB9	ENSG00000242711
	ENSG00000257009
	ENSG00000255476
CYTIP	ENSG00000115165
LHB	ENSG00000104826
NPM1P24	ENSG00000215086
ALOX5AP	ENSG00000132965
FUCA1	ENSG00000179163
C2	ENSG00000235017
MXD1	ENSG00000059728
MBD4	ENSG00000129071
MRPS31	ENSG00000102738
	ENSG00000260362
SPATA25	ENSG00000149634
RECQL4	ENSG00000160957
KIR2DL4	ENSG00000278430
	ENSG00000227818
SLC6A9	ENSG00000196517
GUSBP3	ENSG00000253203
AADACL4	ENSG00000204518
TTTY17C	ENSG00000223641
ENO1P1	ENSG00000244457
	ENSG00000263604
CNBP	ENSG00000169714
RNU6ATAC35P	ENSG00000221571
LINC01087	ENSG00000224559
	ENSG00000279586
GUSBP4	ENSG00000239650
	ENSG00000219302
NLRP7	ENSG00000277786
VSTM2A-OT1	ENSG00000224223
TMEM238	ENSG00000233493
	ENSG00000267682
NRN1L	ENSG00000188038
C9orf41	ENSG00000156017
	ENSG00000235356
EDARADD	ENSG00000186197
	ENSG00000249006
KDM4A-AS1	ENSG00000236200
TMEM244	ENSG00000203756
	ENSG00000236549
HENMT1	ENSG00000162639
	ENSG00000274928
	ENSG00000238111
FAF2	ENSG00000113194
SFTA2	ENSG00000230072
ZSWIM6	ENSG00000130449
	ENSG00000230120
GAPDHP2	ENSG00000236811
	ENSG00000273894
TMEM132D	ENSG00000151952
SUMO2P7	ENSG00000249838
	ENSG00000270558
FXYD6-FXYD2	ENSG00000255245
	ENSG00000234259
IGLVVI-22-1	ENSG00000253546
PPP1R11	ENSG00000206501
IGHV3-38	ENSG00000211958
RUVBL2	ENSG00000183207
	ENSG00000273211
RPL21P107	ENSG00000225239
CSAG1	ENSG00000198930
AQP8	ENSG00000103375
	ENSG00000279563
	ENSG00000271849
CXorf21	ENSG00000120280
	ENSG00000276846
CHD6	ENSG00000124177
POLR3GL	ENSG00000121851
IGHD4-11	ENSG00000232543
HNRNPA3P13	ENSG00000250826
	ENSG00000235005
TMEM168	ENSG00000146802
	ENSG00000279083
FAM13A	ENSG00000138640
IGHD1-20	ENSG00000237020
	ENSG00000240751
IGHVIII-5-2	ENSG00000254053
	ENSG00000261055
GDF3	ENSG00000184344
IGHVII-40-1	ENSG00000253294
CCAR1	ENSG00000060339
	ENSG00000253214
MORC2-AS1	ENSG00000235989
OVCA2	ENSG00000262664
NDUFAF3	ENSG00000178057
MLIP-AS1	ENSG00000235050
POLN	ENSG00000130997
LYPLA1P3	ENSG00000218350
SLC25A24P1	ENSG00000241361
LINC00567	ENSG00000259831
OTUD6B-AS1	ENSG00000253738
SF3A1	ENSG00000099995
IGHG3	ENSG00000211897
	ENSG00000240246
UHRF1BP1	ENSG00000065060
DDX39B	ENSG00000229496
	ENSG00000274019
LINC01298	ENSG00000253351
	ENSG00000277718
LAGE3	ENSG00000196976
MTMR10	ENSG00000166912
	ENSG00000272823
DDX6P1	ENSG00000229045
SBF2-AS1	ENSG00000246273
	ENSG00000241929
SCAI	ENSG00000173611
SHD	ENSG00000105251
KCMF1	ENSG00000176407
	ENSG00000262362
	ENSG00000267443
	ENSG00000260073
RFPL4AP1	ENSG00000255238
RPL9	ENSG00000163682
	ENSG00000272079
PMS2	ENSG00000122512
	ENSG00000260590
	ENSG00000239408
HNF1A-AS1	ENSG00000241388
	ENSG00000248486
RPL31P15	ENSG00000232430
LINC01546	ENSG00000228459
SAMD9L	ENSG00000177409
	ENSG00000260948
CLSTN2-AS1	ENSG00000250433
APH1A	ENSG00000117362
	ENSG00000224463
IGKV6-21	ENSG00000211611
RBMY2YP	ENSG00000227633
	ENSG00000251058
	ENSG00000261172
	ENSG00000263843
MARK2P5	ENSG00000248834
	ENSG00000254794
	ENSG00000271455
	ENSG00000250643
	ENSG00000253130
	ENSG00000249290
BCL6B	ENSG00000161940
	ENSG00000238122
HSPA1B	ENSG00000204388
	ENSG00000275278
FAM157C	ENSG00000260528
	ENSG00000226521
COX6CP4	ENSG00000270500
ACTL6B	ENSG00000077080
SLC20A1P3	ENSG00000258706
	ENSG00000236532
	ENSG00000259217
LINC01352	ENSG00000238078
ZNF625-ZNF20	ENSG00000213297
PARK2	ENSG00000185345
BOC	ENSG00000144857
RPL35P4	ENSG00000213783
KRT8P7	ENSG00000230716
NOSIP	ENSG00000142546
	ENSG00000257452
	ENSG00000253774
HMGN1P4	ENSG00000224040
HNRNPA1P45	ENSG00000259411
	ENSG00000226723
	ENSG00000223552
CATSPERB	ENSG00000133962
	ENSG00000271727
LILRB1	ENSG00000277807
	ENSG00000216347
NINL	ENSG00000101004
	ENSG00000225369
	ENSG00000232079
TDRD5	ENSG00000162782
IWS1	ENSG00000163166
	ENSG00000276876
	ENSG00000260507
RPL32	ENSG00000144713
	ENSG00000255252
PDZD8	ENSG00000165650
ST7	ENSG00000004866
	ENSG00000277349
APOD	ENSG00000189058
TINF2	ENSG00000092330
	ENSG00000258516
	ENSG00000250777
	ENSG00000259230
MYOZ1	ENSG00000177791
	ENSG00000260923
	ENSG00000273558
SHCBP1L	ENSG00000157060
	ENSG00000229654
	ENSG00000276388
CLSTN2	ENSG00000158258
ITGB3BP	ENSG00000142856
VPS28	ENSG00000160948
	ENSG00000271833
	ENSG00000250706
CCR5	ENSG00000160791
	ENSG00000272365
	ENSG00000223977
ARSA	ENSG00000100299
NDUFA4L2	ENSG00000185633
WNT7B	ENSG00000188064
	ENSG00000231804
SPPL2C	ENSG00000185294
FAR2	ENSG00000064763
TMPRSS11F	ENSG00000198092
KIR3DL2	ENSG00000275626
ATRN	ENSG00000088812
BTG3	ENSG00000154640
	ENSG00000235647
NAGS	ENSG00000161653
UBE2FP3	ENSG00000233337
	ENSG00000253679
PTGDS	ENSG00000107317
HOTAIR	ENSG00000228630
IMMP1LP3	ENSG00000271098
KIF28P	ENSG00000223519
ZNF746	ENSG00000181220
DUSP26	ENSG00000133878
SF3B1	ENSG00000115524
	ENSG00000260646
MFAP3L	ENSG00000198948
FTH1P1	ENSG00000232273
EHMT2	ENSG00000224143
PAPLN	ENSG00000100767
FAM90A21P	ENSG00000234749
SNX8	ENSG00000106266
	ENSG00000278981
	ENSG00000276984
KIR3DL3	ENSG00000277392
	ENSG00000257588
TCF19	ENSG00000224941
	ENSG00000267436
HNRNPA1P9	ENSG00000231956
	ENSG00000272418
MICG	ENSG00000225763
	ENSG00000232444
	ENSG00000254844
GCK	ENSG00000106633
	ENSG00000227713
SLC9A9-AS1	ENSG00000240012
ENDOD1	ENSG00000149218
CFB	ENSG00000241534
	ENSG00000270772
FAM81B	ENSG00000153347
LINC00266-4P	ENSG00000228786
	ENSG00000248027
RBMX2	ENSG00000134597
	ENSG00000228257
TNF	ENSG00000228849
	ENSG00000229369
	ENSG00000279590
	ENSG00000259322
	ENSG00000241131
	ENSG00000280076
TRADD	ENSG00000102871
CAMK2A	ENSG00000070808
RPL7AP7	ENSG00000233982
	ENSG00000235972
	ENSG00000253871
	ENSG00000271359
VSTM2A	ENSG00000170419
SNIP1	ENSG00000163877
OR5H14	ENSG00000236032
CTDSPL	ENSG00000144677
	ENSG00000259708
	ENSG00000250490
	ENSG00000229926
CASC18	ENSG00000257859
	ENSG00000227989
MYLK3	ENSG00000140795
	ENSG00000248632
	ENSG00000241792
MYCN	ENSG00000134323
	ENSG00000213041
	ENSG00000249510
	ENSG00000228692
TRIM61	ENSG00000183439
	ENSG00000235386
TTTY13	ENSG00000184991
	ENSG00000260855
PPP2R2DP1	ENSG00000231668
VN2R10P	ENSG00000226348
PDCL2	ENSG00000163440
CERS5	ENSG00000139624
ZCCHC8	ENSG00000033030
	ENSG00000277566
	ENSG00000278090
	ENSG00000227075
	ENSG00000269903
PEAK1	ENSG00000173517
	ENSG00000270039
MICG	ENSG00000233592
OR5D2P	ENSG00000254457
SYCE1L	ENSG00000205078
	ENSG00000272897
ALPK3	ENSG00000136383
GPR53P	ENSG00000228993
HMGB3P4	ENSG00000228808
EIF4A2P5	ENSG00000255490
CST2	ENSG00000170369
OR2I1P	ENSG00000232049
	ENSG00000233292
	ENSG00000279910
PGPEP1L	ENSG00000183571
MTO1	ENSG00000135297
AGPAT1	ENSG00000236873
	ENSG00000254627
ZNF70P1	ENSG00000230949
TXNP7	ENSG00000217268
	ENSG00000254584
	ENSG00000237202
FAM230A	ENSG00000188280
NFATC3	ENSG00000072736
OAS3	ENSG00000111331
SYT1	ENSG00000067715
	ENSG00000219453
ALG1L14P	ENSG00000250268
	ENSG00000272973
	ENSG00000254753
	ENSG00000280260
MYO7B	ENSG00000169994
	ENSG00000267607
	ENSG00000232767
FGF7P2	ENSG00000185390
	ENSG00000267105
	ENSG00000231363
	ENSG00000278740
	ENSG00000244503
SERPINB4	ENSG00000206073
TRAF5	ENSG00000082512
	ENSG00000213956
	ENSG00000240355
	ENSG00000279956
	ENSG00000267731
	ENSG00000274058
MFF	ENSG00000168958
HJURP	ENSG00000123485
	ENSG00000266541
DEFB125	ENSG00000178591
GNG3	ENSG00000162188
	ENSG00000253924
	ENSG00000253343
KRT8P38	ENSG00000226358
DHX9P1	ENSG00000228002
USP1	ENSG00000162607
	ENSG00000267472
HSD17B8	ENSG00000228712
	ENSG00000279009
FAM90A22P	ENSG00000215365
GTF3AP1	ENSG00000237274
	ENSG00000237536
	ENSG00000274712
UBA52P6	ENSG00000215221
TYMS	ENSG00000176890
DSTYK	ENSG00000133059
ZNF2	ENSG00000275111
C10orf82	ENSG00000165863
TM4SF4	ENSG00000169903
	ENSG00000234137
	ENSG00000279698
ETF1P1	ENSG00000232516
OLFM4	ENSG00000102837
	ENSG00000259669
	ENSG00000270299
	ENSG00000262748
	ENSG00000161103
	ENSG00000227279
USP8P1	ENSG00000236374
	ENSG00000258384
GOLGA6L10	ENSG00000278662
SHC1P1	ENSG00000230889
	ENSG00000274578
	ENSG00000250001
	ENSG00000230680
CSNK1A1	ENSG00000113712
TRAV14DV4	ENSG00000211792
	ENSG00000254099
	ENSG00000271888
	ENSG00000228872
	ENSG00000251370
LINC00683	ENSG00000266256
	ENSG00000224443
	ENSG00000271871
UQCR10	ENSG00000184076
OR7E163P	ENSG00000251166
KIR2DL3	ENSG00000276218
	ENSG00000233716
LRP6	ENSG00000070018
OR7E162P	ENSG00000234386
	ENSG00000256137
	ENSG00000266312
	ENSG00000229893
SCRT2	ENSG00000215397
	ENSG00000267675
	ENSG00000279811
ITPKA	ENSG00000137825
GSTA12P	ENSG00000217228
	ENSG00000250099
GOLGA8M	ENSG00000188626
RSL24D1P8	ENSG00000237273
SLC22A8	ENSG00000149452
	ENSG00000278827
FBXW9	ENSG00000132004
UGT2A3	ENSG00000278216
	ENSG00000260588
NIPA2P4	ENSG00000254151
EFEMP2	ENSG00000172638
ARHGAP29	ENSG00000137962
FOXD1	ENSG00000251493
PRPF19	ENSG00000110107
	ENSG00000236800
RPS26P34	ENSG00000240427
	ENSG00000254055
JAZF1-AS1	ENSG00000234336
PCDH12	ENSG00000113555
	ENSG00000237243
	ENSG00000234756
FXYD6	ENSG00000137726
CDKN2A	ENSG00000147889
	ENSG00000254563
LINC01506	ENSG00000234506
TAMM41	ENSG00000144559
	ENSG00000217644
PSPN	ENSG00000125650
FAM131C	ENSG00000185519
	ENSG00000259711
C1QTNF3-AMACR	ENSG00000273294
	ENSG00000249148
	ENSG00000259725
ARHGAP5-AS1	ENSG00000258655
	ENSG00000258945
	ENSG00000262745
RAB30	ENSG00000137502
	ENSG00000250619
C17orf99	ENSG00000187997
BCRP7	ENSG00000215544
LHCGR	ENSG00000138039
	ENSG00000279599
SLMAP	ENSG00000163681
UVRAG	ENSG00000198382
DOLK	ENSG00000175283
	ENSG00000271752
MIR3591	ENSG00000267391
	ENSG00000236792
	ENSG00000213970
	ENSG00000270287
COLEC11	ENSG00000118004
	ENSG00000270538
TNFSF8	ENSG00000106952
HLA-V	ENSG00000206444
	ENSG00000279673
	ENSG00000229965
PIK3CD	ENSG00000171608
COX7BP2	ENSG00000234274
	ENSG00000237153
RNF39	ENSG00000206500
ADAM15	ENSG00000143537
MRGPRF	ENSG00000172935
MCCD1P2	ENSG00000234970
	ENSG00000237083
SHC2	ENSG00000129946
	ENSG00000244491
	ENSG00000256790
	ENSG00000270292
TNFRSF14	ENSG00000157873
	ENSG00000272755
SRBD1	ENSG00000068784
IGHV1OR15-2	ENSG00000259337
PTPN18	ENSG00000072135
MIF	ENSG00000240972
COX6A1	ENSG00000111775
ANKRD13A	ENSG00000076513
LMNTD1	ENSG00000152936
SAP30L-AS1	ENSG00000245275
RGS21	ENSG00000253148
	ENSG00000240096
	ENSG00000255102
RPL21P106	ENSG00000239201
	ENSG00000255516
EXOC3L4	ENSG00000205436
RTN4R	ENSG00000040608
F10	ENSG00000126218
MYBBP1A	ENSG00000132382
	ENSG00000245904
FAM204A	ENSG00000165669
	ENSG00000242615
MRPS17P3	ENSG00000239226
	ENSG00000257283
ODF4	ENSG00000184650
MDH1	ENSG00000014641
TRMT11	ENSG00000066651
	ENSG00000279513
	ENSG00000261398
TAF10	ENSG00000166337
	ENSG00000229067
	ENSG00000270328
ATF6B	ENSG00000234539
	ENSG00000217160
FBXO11	ENSG00000138081
COTL1P2	ENSG00000235323
	ENSG00000273108
	ENSG00000224448
	ENSG00000260701
	ENSG00000240497
	ENSG00000266278
	ENSG00000226708
RPS7P7	ENSG00000240167
	ENSG00000228064
	ENSG00000234387
	ENSG00000274996
	ENSG00000254310
	ENSG00000259621
	ENSG00000215861
ZNF788	ENSG00000214189
	ENSG00000267874
DGCR6	ENSG00000183628
OVOL1-AS1	ENSG00000255120
ARAFP2	ENSG00000224368
	ENSG00000279233
	ENSG00000222031
MYCBP	ENSG00000214114
SNHG6	ENSG00000245910
	ENSG00000272247
CD38	ENSG00000004468
MIR600HG	ENSG00000236901
DPH6	ENSG00000134146
SIRPA	ENSG00000198053
DDX11L8	ENSG00000256263
	ENSG00000227782
POLR2CP	ENSG00000228600
HYKK	ENSG00000188266
RPTN	ENSG00000215853
MAN1A2	ENSG00000198162
HLA-A	ENSG00000206505
LRCH1	ENSG00000136141
	ENSG00000265784
ORMDL2	ENSG00000123353
	ENSG00000251326
	ENSG00000258411
HNF1A	ENSG00000135100
	ENSG00000232010
NEUROD6	ENSG00000164600
CCDC64B	ENSG00000162069
RBM17P3	ENSG00000237207
TCEB1P5	ENSG00000271123
ZNF692	ENSG00000171163
CENPV	ENSG00000166582
CDY10P	ENSG00000226042
RPL3P6	ENSG00000213891
RNASEH2B-AS1	ENSG00000233672
SCN1B	ENSG00000105711
DEDD2	ENSG00000160570
TSPY6P	ENSG00000238074
	ENSG00000250461
PHF20	ENSG00000025293
RPS28P1	ENSG00000270912
SLC18A2	ENSG00000165646
CAMK2B	ENSG00000058404
	ENSG00000270909
IGLV3-22	ENSG00000211661
SLC25A1	ENSG00000100075
SP1	ENSG00000185591
RBM15B	ENSG00000259956
DBIP2	ENSG00000251366
	ENSG00000229939
	ENSG00000254816
	ENSG00000254492
BCL6	ENSG00000113916
CDKN2AIPNLP1	ENSG00000177770
	ENSG00000267677
GATC	ENSG00000257218
GTSE1-AS1	ENSG00000277232
UBE2D3P2	ENSG00000225558
GPR75-ASB3	ENSG00000270898
SUV420H2	ENSG00000133247
NRBP2	ENSG00000185189
L3HYPDH	ENSG00000126790
	ENSG00000251293
	ENSG00000234594
PLCXD3	ENSG00000182836
KCND2	ENSG00000184408
BIN2P1	ENSG00000234568
	ENSG00000228973
BARX1	ENSG00000131668
	ENSG00000239532
EGFL8	ENSG00000243897
LINC01337	ENSG00000251221
	ENSG00000232498
KRTAP3-4P	ENSG00000226776
FITM1	ENSG00000139914
	ENSG00000236069
NCAPD2P1	ENSG00000230356
	ENSG00000205562
	ENSG00000223642
	ENSG00000274265
ENHO	ENSG00000168913
F2RL1	ENSG00000164251
	ENSG00000253945
	ENSG00000228046
CNIH1	ENSG00000100528
LINC01103	ENSG00000234781
	ENSG00000237061
ATP8A1	ENSG00000124406
	ENSG00000278595
	ENSG00000226753
SRXN1	ENSG00000271303
	ENSG00000277624
	ENSG00000253784
FOXD1-AS1	ENSG00000247993
IGKV1-22	ENSG00000253578
	ENSG00000258324
	ENSG00000253872
SART3	ENSG00000075856
	ENSG00000234589
	ENSG00000279144
MORC2	ENSG00000133422
ADRB1	ENSG00000043591
	ENSG00000226470
	ENSG00000272834
FEM1B	ENSG00000169018
C1orf95	ENSG00000203685
	ENSG00000271778
	ENSG00000270689
